year,actual,synthetic,fips,gap,is_treated
2011,54575.605666425115,60862.51753993263,48183,-6286.911873507517,FALSE
2012,52092.71118583238,63414.90794518344,48183,-11322.196759351064,FALSE
2013,50715.21069982873,64416.63942668461,48183,-13701.428726855884,FALSE
2014,51992.65653723979,66694.17922124408,48183,-14701.522684004289,FALSE
2015,48538.3232468557,58894.88924993654,48183,-10356.566003080836,FALSE
2016,46336.60130746186,54561.274364282224,48183,-8224.673056820364,FALSE
2017,45897.985354112265,63357.16106811829,48183,-17459.17571400602,FALSE
2018,47076.31577375381,68537.46753372472,48183,-21461.151759970904,FALSE
2019,47763.064539597974,70007.78230619164,48183,-22244.71776659367,FALSE
2020,50405,63435.484445928945,48183,-13030.484445928945,FALSE
2021,52621.81508654093,67717.47293697427,48183,-15095.657850433337,FALSE
2022,51377.50544497787,68973.40743261031,48183,-17595.901987632446,FALSE
1990,26799.908752869167,27433.230848694748,48213,-633.3220958255806,FALSE
1991,27194.15727606461,27239.724645281676,48213,-45.56736921706761,FALSE
1992,28301.342565930147,28294.11512275533,48213,7.227443174815562,FALSE
1993,28510.404830449825,28566.977098879568,48213,-56.57226842974342,FALSE
1994,29469.87601214575,29152.086795060954,48213,317.7892170847954,FALSE
1995,29484.754475065612,29510.25429024665,48213,-25.499815181035956,FALSE
1996,30328.2284639898,29782.054011524644,48213,546.1744524651549,FALSE
1997,31581.39211838006,31680.412968904846,48213,-99.02085052478651,FALSE
1998,32478.39880368098,32505.12663871298,48213,-26.727835032001167,FALSE
1999,34436.15508403361,32629.72334149248,48213,1806.4317425411318,FALSE
2000,34849.306951219514,33020.41839770637,48213,1828.8885535131412,FALSE
2001,35125.8113833992,34185.00590313733,48213,940.8054802618717,FALSE
2002,35045.22490272373,34083.930138017386,48213,961.2947647063411,FALSE
2003,34874.78225,34354.52861155346,48213,520.2536384465348,FALSE
2004,33866.0153414505,34411.07811591679,48213,-545.0627744662925,FALSE
2005,34179.48444444444,35137.22234324919,48213,-957.7378988047494,FALSE
2006,34138.40333333333,35505.19500316926,48213,-1366.7916698359331,FALSE
2007,35233.85564429782,36646.404692616976,48213,-1412.5490483191534,FALSE
2008,36303.95772933958,37208.34294627561,48213,-904.3852169360325,FALSE
2009,36201.957233484194,37723.073431428355,48213,-1521.1161979441604,FALSE
2010,36999.28139101881,38115.8157218402,48213,-1116.534330821385,FALSE
2011,38212.01357256856,38279.90734356524,48213,-67.89377099667763,FALSE
2012,38831.682570102006,38767.225377286864,48213,64.45719281514175,FALSE
2013,39716.490335126226,38884.66470092427,48213,831.8256342019522,FALSE
2014,40521.21229977697,39537.14126947795,48213,984.0710302990192,FALSE
2015,40444.78087647721,40500.60456086493,48213,-55.82368438771664,FALSE
2016,40218.05637335577,40301.22466916725,48213,-83.16829581147613,FALSE
2017,41422.219080450384,40851.11835352127,48213,571.1007269291149,FALSE
2018,40818.0259132561,41382.437504559166,48213,-564.4115913030691,FALSE
2019,42927.13144564788,42263.419774091795,48213,663.7116715560842,FALSE
2020,45074,44792.45415390398,48213,281.5458460960217,FALSE
2021,46108.79811418238,46377.677514021954,48213,-268.8793998395777,FALSE
2022,44911.09949941057,43945.50628901763,48213,965.5932103929445,FALSE
1990,25910.80286916603,27098.738883401453,48217,-1187.9360142354235,FALSE
1991,25913.403869309837,27067.279766892272,48217,-1153.8758975824348,FALSE
1992,27034.03567355666,27181.687052015175,48217,-147.65137845851496,FALSE
1993,26952.165591695502,27281.510705819546,48217,-329.3451141240439,FALSE
1994,27206.589534412953,27238.826614190828,48217,-32.2370797778749,FALSE
1995,27557.257854330703,27450.87805077718,48217,106.37980355352192,FALSE
1996,28086.519420012744,27897.52960333851,48217,188.98981667423504,FALSE
1997,29530.254473520246,29133.228616742945,48217,397.02585677730167,FALSE
1998,29296.45252147239,29863.426905370226,48217,-566.9743838978357,FALSE
1999,30628.557478991595,30042.356247279273,48217,586.2012317123226,FALSE
2000,29877.490528455284,30617.970500815558,48217,-740.4799723602737,FALSE
2001,30405.543003952567,31533.81465071525,48217,-1128.2716467626815,FALSE
2002,30438.70560311283,31482.86310932174,48217,-1044.1575062089105,FALSE
2003,30804.135326086955,32475.47296646265,48217,-1671.3376403756956,FALSE
2004,31816.352789835888,32482.453311119596,48217,-666.1005212837081,FALSE
2005,31931.95010752688,32840.5671221264,48217,-908.6170145995166,FALSE
2006,32481.03725694444,33364.285253457434,48217,-883.2479965129933,FALSE
2007,34446.22100683894,33636.42495856647,48217,809.7960482724666,FALSE
2008,35289.403895904834,35064.72253803676,48217,224.68135786807397,FALSE
2009,35571.025725166284,35019.32019912806,48217,551.7055260382258,FALSE
2010,36944.68392064423,35943.00171982677,48217,1001.682200817464,FALSE
2011,36467.72967337811,36133.25672019198,48217,334.4729531861303,FALSE
2012,36895.058363894525,37046.10832549506,48217,-151.0499616005327,FALSE
2013,38077.792098971055,37305.199832559105,48217,772.5922664119498,FALSE
2014,39810.60153504326,38546.61650663453,48217,1263.9850284087297,FALSE
2015,41383.85891729285,38558.48781377345,48217,2825.371103519399,FALSE
2016,40884.475261138214,38154.91227394759,48217,2729.5629871906203,FALSE
2017,41066.3961896214,39188.79442022027,48217,1877.6017694011316,FALSE
2018,42467.1141505414,40858.96956620762,48217,1608.1445843337788,FALSE
2019,43698.53211920659,41208.81262934269,48217,2489.719489863899,FALSE
2020,45629,43117.83379912847,48217,2511.1662008715284,FALSE
2021,47507.10532162231,45986.66120240752,48217,1520.444119214786,FALSE
2022,44929.6709606875,42464.86974843906,48217,2464.8012122484433,FALSE
1990,31079.102104055088,31208.56024540678,48221,-129.45814135169348,FALSE
1991,31135.229331864903,30883.72106755665,48221,251.50826430825327,FALSE
1992,31562.766999287236,31588.66317283729,48221,-25.89617355005248,FALSE
1993,32110.47479584775,32217.997944084655,48221,-107.5231482369054,FALSE
1994,32592.37309716599,33024.62974915502,48221,-432.2566519890315,FALSE
1995,33672.60175853018,33050.524410822625,48221,622.0773477075563,FALSE
1996,33777.39226896112,34093.79434906473,48221,-316.4020801036095,FALSE
1997,35764.293887850465,35883.467549431676,48221,-119.17366158121149,FALSE
1998,37748.2988588957,37492.09146590246,48221,256.20739299324487,FALSE
1999,39457.026344537815,37531.848209593816,48221,1925.1781349439989,FALSE
2000,41591.61906504065,37760.25234858836,48221,3831.366716452292,FALSE
2001,42765.9237944664,38624.146190356754,48221,4141.777604109644,FALSE
2002,42716.0434241245,38011.60462130828,48221,4704.438802816221,FALSE
2003,41397.10076630435,37386.45413940267,48221,4010.646626901682,FALSE
2004,42837.39929062995,37892.01907985503,48221,4945.380210774922,FALSE
2005,44084.00781362007,38036.147750589866,48221,6047.860063030203,FALSE
2006,47129.0209375,38287.39203042256,48221,8841.628907077436,FALSE
2007,48739.73009327584,38837.72672125525,48221,9902.00337202059,FALSE
2008,49137.342475488025,39978.60771135143,48221,9158.734764136592,FALSE
2009,46025.42811729445,40042.32088348024,48221,5983.107233814204,FALSE
2010,46934.83409766298,40083.91535081477,48221,6850.918746848205,FALSE
2011,49762.71678099396,40031.94818990571,48221,9730.76859108825,FALSE
2012,51022.946126640934,40870.54775872088,48221,10152.398367920054,FALSE
2013,50976.29143575853,41697.84734030305,48221,9278.444095455481,FALSE
2014,51881.14530954312,42700.1193920443,48221,9181.025917498824,FALSE
2015,51658.02785454207,44164.485998098826,48221,7493.5418564432475,FALSE
2016,51567.66607223955,42790.86059095682,48221,8776.805481282732,FALSE
2017,53909.80759627937,43298.02835689987,48221,10611.779239379495,FALSE
2018,53318.114751878675,43567.18081159311,48221,9750.933940285562,FALSE
2019,55478.08361202705,44344.040419816214,48221,11134.043192210833,FALSE
2020,58572,47269.69510799392,48221,11302.304892006083,FALSE
2021,58503.49253422887,49400.8306677008,48221,9102.66186652807,FALSE
2022,56076.96950334011,46204.19250351589,48221,9872.776999824215,FALSE
1990,29471.18678653405,29382.28332619063,48223,88.90346034341928,FALSE
1991,28193.676997063143,29010.959169809743,48223,-817.2821727465998,FALSE
1992,30005.84266571632,30045.14527717732,48223,-39.30261146099656,FALSE
1993,31481.805861591696,30716.670840888502,48223,765.1350207031937,FALSE
1994,30674.866497975705,30992.862044097645,48223,-317.9955461219397,FALSE
1995,30242.16724409448,30849.39254164413,48223,-607.2252975496522,FALSE
1996,31690.73889101338,31651.739318732096,48223,38.99957228128551,FALSE
1997,32753.701133956383,33091.569302624666,48223,-337.86816866828303,FALSE
1998,35552.37485276073,34327.2950596798,48223,1225.079793080935,FALSE
1999,34998.5175210084,34914.783853802175,48223,83.73366720622289,FALSE
2000,34638.89150406504,35145.225574686985,48223,-506.334070621946,FALSE
2001,34532.489723320155,36543.84080857455,48223,-2011.3510852543914,FALSE
2002,34399.276381322954,36348.95441637009,48223,-1949.678035047138,FALSE
2003,33666.528722826086,36589.53255875132,48223,-2923.0038359252358,FALSE
2004,33586.51590259396,36426.702106966666,48223,-2840.1862043727087,FALSE
2005,33665.30795698924,37392.13829415286,48223,-3726.830337163614,FALSE
2006,33382.25413194444,38357.333831694494,48223,-4975.079699750051,FALSE
2007,35201.401602183825,38945.942736547666,48223,-3744.5411343638407,FALSE
2008,36885.76348216234,41326.73213948084,48223,-4440.968657318495,FALSE
2009,35926.90487421749,39021.8553882385,48223,-3094.9505140210094,FALSE
2010,36859.22701049271,40172.25855047962,48223,-3313.031539986914,FALSE
2011,37308.80588070543,41140.850093267276,48223,-3832.044212561843,FALSE
2012,37843.07987578072,42172.67284600802,48223,-4329.592970227299,FALSE
2013,38575.51197002022,42451.5098532374,48223,-3875.9978832171837,FALSE
2014,40813.10933698297,44726.4213268466,48223,-3913.3119898636287,FALSE
2015,40950.354286823305,44510.177013244545,48223,-3559.82272642124,FALSE
2016,39453.50784352123,43064.799090954926,48223,-3611.291247433699,FALSE
2017,40489.89975522192,43979.778527921866,48223,-3489.8787726999435,FALSE
2018,41622.98710908098,44529.25645718336,48223,-2906.2693481023744,FALSE
2019,43353.32525610486,46217.45531473071,48223,-2864.1300586258512,FALSE
2020,45422,48698.32049013492,48223,-3276.3204901349236,FALSE
2021,48102.14998708343,50416.73334115413,48223,-2314.5833540707026,FALSE
2022,48225.663159693155,47029.830550468185,48223,1195.83260922497,FALSE
1990,30489.00510328998,30863.20028348966,48231,-374.1951801996802,FALSE
1991,30776.08631424376,30460.01970399459,48231,316.0666102491705,FALSE
1992,31588.592758374907,31216.386697723847,48231,372.2060606510604,FALSE
1993,30971.348179930796,31284.044546627087,48231,-312.6963666962911,FALSE
1994,31420.563508771927,31280.139913943596,48231,140.42359482833126,FALSE
1995,31622.832224409445,31719.226495922787,48231,-96.39427151334166,FALSE
1996,31920.02333333333,31907.129096203225,48231,12.894237130105466,FALSE
1997,33037.506342679124,33152.768795721764,48231,-115.26245304264012,FALSE
1998,34042.37938650306,33987.35323741878,48231,55.026149084282224,FALSE
1999,34346.052815126044,34412.113891685614,48231,-66.06107655957021,FALSE
2000,35076.25504065041,35364.53668649003,48231,-288.28164583961916,FALSE
2001,34937.29292490118,37059.65567877857,48231,-2122.362753877387,FALSE
2002,34327.34447470817,36815.84745975306,48231,-2488.502985044892,FALSE
2003,35180.01044021739,37417.38981154793,48231,-2237.379371330542,FALSE
2004,34599.01632080465,37530.90072630383,48231,-2931.8844054991787,FALSE
2005,34653.90501792114,38796.45919468811,48231,-4142.554176766971,FALSE
2006,34868.87684027777,40095.770423469985,48231,-5226.893583192214,FALSE
2007,35314.99074958281,40947.59915459202,48231,-5632.60840500921,FALSE
2008,35732.97067853211,43851.469199999156,48231,-8118.498521467045,FALSE
2009,35899.15836429147,40723.96833748576,48231,-4824.809973194293,FALSE
2010,35807.63225501705,42059.85473620811,48231,-6252.222481191056,FALSE
2011,36910.70414645748,44437.2306843558,48231,-7526.526537898324,FALSE
2012,37029.20171694382,46037.07069111739,48231,-9007.868974173572,FALSE
2013,36727.9491451212,46293.85711303289,48231,-9565.907967911691,FALSE
2014,37230.5378353947,48669.91291262657,48231,-11439.375077231867,FALSE
2015,38756.62430542956,47103.0666501656,48231,-8346.442344736039,FALSE
2016,39156.96222193519,46470.41730012566,48231,-7313.455078190469,FALSE
2017,39432.98962548955,48624.38332562028,48231,-9191.393700130728,FALSE
2018,39637.897143448805,50160.20698873639,48231,-10522.309845287586,FALSE
2019,41048.23426700618,52637.53161136868,48231,-11589.297344362501,FALSE
2020,43818,52686.67253260214,48231,-8868.67253260214,FALSE
2021,45388.63169723585,54764.72830756632,48231,-9376.096610330475,FALSE
2022,42505.65308639866,51968.146214981825,48231,-9462.493128583163,FALSE
1990,30154.352777352717,30117.428151212363,48251,36.92462614035321,FALSE
1991,29787.967958883994,29811.160024340123,48251,-23.192065456129058,FALSE
1992,30422.744205274408,30519.076326472503,48251,-96.33212119809468,FALSE
1993,31051.946761245672,30969.48586802115,48251,82.46089322452099,FALSE
1994,31431.04168690958,31230.8047701052,48251,200.2369168043806,FALSE
1995,31636.418103674536,31409.472969585408,48251,226.94513408912826,FALSE
1996,31835.897386870616,32100.607257917076,48251,-264.70987104645974,FALSE
1997,33085.88223052959,33348.173860758536,48251,-262.291630228945,FALSE
1998,34725.13233128834,34625.25796625317,48251,99.87436503516801,FALSE
1999,35748.851932773105,34999.658160531195,48251,749.1937722419098,FALSE
2000,36549.16317073171,35342.549058749544,48251,1206.6141119821623,FALSE
2001,37401.185335968374,36202.19579227372,48251,1198.9895436946535,FALSE
2002,37702.389533073925,36004.820536825195,48251,1697.5689962487304,FALSE
2003,37898.93252173913,36137.439225440736,48251,1761.4932962983949,FALSE
2004,36966.54097935415,36327.18006774324,48251,639.3609116109074,FALSE
2005,37163.82838709677,36931.66931597631,48251,232.1590711204626,FALSE
2006,39102.798854166664,37555.59710393748,48251,1547.2017502291856,FALSE
2007,40708.60290245102,38356.93882478568,48251,2351.664077665344,FALSE
2008,40845.40841976192,39808.71833995227,48251,1036.690079809654,FALSE
2009,39187.722975524026,39111.60164933318,48251,76.12132619084878,FALSE
2010,39932.11507135781,40044.86679633602,48251,-112.7517249782104,FALSE
2011,41277.1668096684,40469.18333138767,48251,807.9834782807302,FALSE
2012,40631.908913124906,41197.20911700942,48251,-565.3002038845152,FALSE
2013,41094.10783535159,41742.559512342596,48251,-648.4516769910042,FALSE
2014,41654.90978135983,43204.77198128731,48251,-1549.8621999274837,FALSE
2015,41946.21379057198,43885.6523912198,48251,-1939.4386006478235,FALSE
2016,42027.523838888024,43148.064724781856,48251,-1120.5408858938317,FALSE
2017,43155.93180075064,43909.58387904961,48251,-753.6520782989755,FALSE
2018,44164.644354796954,45074.63577754461,48251,-909.9914227476547,FALSE
2019,45390.14698208928,46112.80496712095,48251,-722.6579850316703,FALSE
2020,47294,48259.55105538943,48251,-965.5510553894273,FALSE
2021,49233.02138982174,50654.28391167398,48251,-1421.2625218522371,FALSE
2022,46973.41605644872,48035.71043862567,48251,-1062.2943821769513,FALSE
1990,30124.64990818669,29919.93095627919,48257,204.7189519075,FALSE
1991,29654.95202643172,29562.963633823656,48257,91.98839260806562,FALSE
1992,30433.812387740552,30486.23375217983,48257,-52.42136443927666,FALSE
1993,30801.19561937716,31048.94225635939,48257,-247.7466369822323,FALSE
1994,31567.258002699054,31655.2114863556,48257,-87.95348365654718,FALSE
1995,32327.59971128609,32245.102028902107,48257,82.49768238398246,FALSE
1996,33084.59035691523,32798.616328433905,48257,285.97402848132333,FALSE
1997,34095.32575700934,34838.010344604016,48257,-742.6845875946747,FALSE
1998,36589.20665030675,36123.639440914136,48257,465.5672093926114,FALSE
1999,37366.03231092437,36435.65999196021,48257,930.3723189641605,FALSE
2000,38202.427398373984,37402.85394211678,48257,799.5734562572034,FALSE
2001,38808.49754940711,38581.072759944655,48257,227.42478946245683,FALSE
2002,38613.04747081712,38090.15804452819,48257,522.8894262889298,FALSE
2003,37796.252070652175,37767.60110767523,48257,28.650962976942537,FALSE
2004,37398.12099523557,37745.01603588927,48257,-346.8950406536969,FALSE
2005,38117.97032258064,38615.18416962274,48257,-497.21384704210504,FALSE
2006,39237.596249999995,39673.22179505169,48257,-435.6255450516983,FALSE
2007,39889.76245526714,40762.26424011073,48257,-872.5017848435891,FALSE
2008,40833.38763974491,42043.828254468994,48257,-1210.4406147240807,FALSE
2009,40100.94506308934,40559.847666397465,48257,-458.9026033081245,FALSE
2010,39942.79718512675,41229.80642755954,48257,-1287.0092424327886,FALSE
2011,40545.39599180222,42131.650450569396,48257,-1586.2544587671728,FALSE
2012,40807.76070367692,43078.141277588205,48257,-2270.380573911287,FALSE
2013,40883.0212828977,43139.50573930755,48257,-2256.4844564098457,FALSE
2014,40989.12215717086,44236.464222121715,48257,-3247.3420649508553,FALSE
2015,42365.523055308266,44306.56234909317,48257,-1941.0392937849028,FALSE
2016,42871.87009962209,44090.60282074209,48257,-1218.7327211200027,FALSE
2017,43701.80846116187,45181.34610640702,48257,-1479.5376452451528,FALSE
2018,43863.68575149238,45689.31060007141,48257,-1825.6248485790275,FALSE
2019,44698.72091904387,47194.94913202799,48257,-2496.2282129841187,FALSE
2020,46445,49517.36062768951,48257,-3072.360627689508,FALSE
2021,48594.04084215964,50972.96595285701,48257,-2378.925110697375,FALSE
2022,44432.66328270489,48706.49765102732,48257,-4273.83436832243,FALSE
1990,27037.5317061974,27323.074078773025,48281,-285.54237257562636,FALSE
1991,26827.41334801762,27687.797166125736,48281,-860.3838181081155,FALSE
1992,29491.172181040623,29459.73354521969,48281,31.438635820933996,FALSE
1993,30007.7473633218,29753.191745738946,48281,254.5556175828533,FALSE
1994,30722.01829959514,29527.89850179792,48281,1194.1197977972188,FALSE
1995,29029.627519685037,29961.322114146875,48281,-931.6945944618383,FALSE
1996,29066.339267049072,29455.890745207897,48281,-389.55147815882447,FALSE
1997,30871.879096573208,30818.890628081535,48281,52.98846849167239,FALSE
1998,32052.86906134969,31583.721005206877,48281,469.1480561428143,FALSE
1999,34552.66663865546,32390.630514203982,48281,2162.036124451475,FALSE
2000,35184.46869918699,32650.26517961068,48281,2534.203519576309,FALSE
2001,38429.99924901185,34121.44742934509,48281,4308.551819666762,FALSE
2002,38454.79727626459,34009.8180718685,48281,4444.979204396084,FALSE
2003,39027.01090217391,34685.10140852831,48281,4341.909493645602,FALSE
2004,39380.64887771307,34493.319723895336,48281,4887.329153817736,FALSE
2005,43840.17154121863,35999.53458860666,48281,7840.636952611974,FALSE
2006,45856.79027777777,37058.66239448742,48281,8798.127883290348,FALSE
2007,47658.760844402,38043.48997447503,48281,9615.2708699269715,FALSE
2008,49311.643785734515,40197.78052063911,48281,9113.863265095402,FALSE
2009,50292.35879591864,39054.49290713328,48281,11237.86588878536,FALSE
2010,51199.37129452983,40220.82038128557,48281,10978.55091324426,FALSE
2011,52875.043923019126,41612.65410980919,48281,11262.389813209935,FALSE
2012,52066.78431927663,43526.11888792685,48281,8540.665431349778,FALSE
2013,51347.35937533536,43862.13498710585,48281,7485.224388229515,FALSE
2014,51098.38022100568,47198.72706879582,48281,3899.6531522098594,FALSE
2015,51862.22273085896,46302.60973699911,48281,5559.612993859846,FALSE
2016,51265.728712079224,45624.58379373346,48281,5641.144918345766,FALSE
2017,51712.57484905352,47175.52576638265,48281,4537.04908267087,FALSE
2018,51992.66008116061,47850.79084633682,48281,4141.869234823789,FALSE
2019,52501.813296721775,51962.081104471676,48281,539.7321922500996,FALSE
2020,55004,52731.62994243156,48281,2272.3700575684416,FALSE
2021,57094.678920175655,53782.30145806057,48281,3312.377462115088,FALSE
2022,52819.00458218722,48334.360628216564,48281,4484.643953970655,FALSE
1990,27502.87665646519,28014.72778124773,48287,-511.85112478254086,FALSE
1991,27994.15309838473,27972.79386467068,48287,21.359233714050788,FALSE
1992,29983.70630078403,29704.588053785177,48287,279.11824699885256,FALSE
1993,30346.26140484429,30130.068136048358,48287,216.19326879593063,FALSE
1994,29965.843110661262,30363.877537594835,48287,-398.03442693357283,FALSE
1995,30473.127191601045,29470.877505223292,48287,1002.2496863777524,FALSE
1996,29623.879853409813,29806.57666238541,48287,-182.69680897559738,FALSE
1997,30963.793283489096,31225.20396518288,48287,-261.4106816937856,FALSE
1998,31922.66966257668,32129.396873114034,48287,-206.72721053735222,FALSE
1999,32646.537605042013,34043.563150105256,48287,-1397.025545063243,FALSE
2000,33182.51601626016,34256.61159192906,48287,-1074.0955756689,FALSE
2001,34896.37418972332,36510.65517082511,48287,-1614.2809811017942,FALSE
2002,34750.30408560311,35983.58268450295,48287,-1233.278598899844,FALSE
2003,35551.34796195652,36527.98509436556,48287,-976.6371324090433,FALSE
2004,35021.00566966648,36730.80033206342,48287,-1709.79466239694,FALSE
2005,36939.870071684585,39660.69556770832,48287,-2720.825496023732,FALSE
2006,38175.906284722216,40898.84339086315,48287,-2722.937106140933,FALSE
2007,38967.31871979627,42664.90928174106,48287,-3697.5905619447876,FALSE
2008,41459.670278630576,43700.87314055213,48287,-2241.202861921556,FALSE
2009,39907.92586360394,43945.33936147247,48287,-4037.4134978685324,FALSE
2010,41079.84885075393,45352.300877437985,48287,-4272.4520266840555,FALSE
2011,43014.54721057709,46829.92632683597,48287,-3815.3791162588823,FALSE
2012,45341.580585729585,46473.59442640582,48287,-1132.0138406762344,FALSE
2013,45414.716269526136,46292.558900982905,48287,-877.8426314567696,FALSE
2014,49219.0880601176,47294.71965580035,48287,1924.3684043172543,FALSE
2015,47592.69349877856,48928.45903491056,48287,-1335.7655361319994,FALSE
2016,46985.76663180657,47787.80746252163,48287,-802.0408307150647,FALSE
2017,48938.84566742819,48425.188341011875,48287,513.6573264163162,FALSE
2018,49451.00283544464,48687.95848384487,48287,763.0443515997686,FALSE
2019,54446.51237008961,50033.9202974254,48287,4412.592072664207,FALSE
2020,54803,52470.74933613864,48287,2332.250663861363,FALSE
2021,55569.33970550245,54693.267325077526,48287,876.072380424921,FALSE
2022,49356.75358698809,51593.91497684323,48287,-2237.161389855144,FALSE
1990,32801.86851568478,32574.024767073533,48303,227.84374861124525,FALSE
1991,32195.55633627019,32118.114160827256,48303,77.44217544293497,FALSE
1992,32857.74434782608,33050.2271418843,48303,-192.48279405821813,FALSE
1993,33235.2727750865,33337.95575480346,48303,-102.68297971695574,FALSE
1994,33619.23455465587,33465.32924036615,48303,153.90531428972463,FALSE
1995,33752.418799212595,33923.99259632999,48303,-171.57379711739486,FALSE
1996,34412.46068833652,34208.75630478677,48303,203.70438354974613,FALSE
1997,34866.11490342679,35091.89473465372,48303,-225.77983122692967,FALSE
1998,36316.105472392635,36281.07030846437,48303,35.03516392826714,FALSE
1999,36272.37718487395,36310.32536427168,48303,-37.94817939773202,FALSE
2000,36944.44361788618,36930.409780842114,48303,14.033837044065876,FALSE
2001,36386.98525691699,38267.870290569525,48303,-1880.8850336525356,FALSE
2002,36722.676964980536,38201.0886533471,48303,-1478.4116883665629,FALSE
2003,37164.696967391304,38996.20999664197,48303,-1831.5130292506656,FALSE
2004,36610.31620434092,39393.413706802254,48303,-2783.0975024613363,FALSE
2005,37322.852043010746,40465.953710728325,48303,-3143.1016677175794,FALSE
2006,37908.8790625,42066.570872889315,48303,-4157.691810389319,FALSE
2007,38390.63535607836,42841.36159517752,48303,-4450.72623909916,FALSE
2008,39532.73924190559,45011.45271483787,48303,-5478.713472932279,FALSE
2009,39428.996974880785,43678.09171546839,48303,-4249.094740587607,FALSE
2010,40425.86610778882,44163.270570901885,48303,-3737.4044631130673,FALSE
2011,40880.21565846741,44998.19248049421,48303,-4117.9768220268015,FALSE
2012,42098.467756126025,44704.39395137337,48303,-2605.926195247346,FALSE
2013,42015.111793163545,44213.3408863937,48303,-2198.229093230155,FALSE
2014,42942.75513652339,45318.55187959556,48303,-2375.796743072169,FALSE
2015,43556.84182569182,45692.05175011759,48303,-2135.2099244257697,FALSE
2016,43400.26047990267,45026.3225273822,48303,-1626.062047479536,FALSE
2017,43438.9007465731,45485.98191062088,48303,-2047.0811640477841,FALSE
2018,44604.74477812247,46209.060167177464,48303,-1604.3153890549947,FALSE
2019,45694.860371513394,47055.98778924967,48303,-1361.1274177362793,FALSE
2020,47592,49220.236531313385,48303,-1628.236531313385,FALSE
2021,49027.66889692585,51358.35640804328,48303,-2330.6875111174304,FALSE
2022,46354.36734721771,48456.35736230716,48303,-2101.9900150894464,FALSE
1990,29601.879410864574,29690.093700499045,48309,-88.21428963447033,FALSE
1991,29708.158399412627,29588.761834755558,48309,119.39656465706867,FALSE
1992,30146.039643620807,30395.75245333648,48309,-249.71280971567467,FALSE
1993,30652.53601384083,30703.858319582316,48309,-51.32230574148707,FALSE
1994,31221.478124156543,31388.902513561243,48309,-167.42438940469947,FALSE
1995,32264.765019685034,31542.65694721615,48309,722.1080724688836,FALSE
1996,32291.167214786485,32261.05262388589,48309,30.114590900593612,FALSE
1997,33179.408947040494,33320.746506410345,48309,-141.33755936985108,FALSE
1998,34274.19782822085,34450.042627157534,48309,-175.84479893668322,FALSE
